City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Puerto Carreno,CO,2021-11-08 04:05:38,6.189,-67.4859,78.21,80,100,4.72
292,Allapalli,IN,2021-11-08 04:05:39,19.4167,80.0667,75.99,47,55,3.44
293,Bunda,TZ,2021-11-08 04:05:39,-2.05,33.8667,68.07,70,34,4.0
294,Santiago Del Estero,AR,2021-11-08 04:05:39,-27.7951,-64.2615,65.8,68,22,3.49
295,Asfi,MA,2021-11-08 04:05:40,32.2994,-9.2372,55.35,70,0,9.98
296,Acarau,BR,2021-11-08 03:57:21,-2.8856,-40.12,78.35,83,86,7.52
297,Saint-Pierre,RE,2021-11-08 03:56:36,-21.3393,55.4781,80.56,65,0,9.22
298,Ancud,CL,2021-11-08 03:58:08,-41.8697,-73.8203,53.42,94,94,2.44
299,Taoudenni,ML,2021-11-08 03:55:48,22.6783,-3.9836,67.14,21,0,14.85
300,Sinnamary,GF,2021-11-08 03:57:34,5.3833,-52.95,78.69,87,100,10.2
301,Gander,CA,2021-11-08 04:05:42,48.9682,-54.5906,38.41,95,24,5.28
302,Mitsamiouli,KM,2021-11-08 03:58:59,-11.3847,43.2844,77.29,65,20,2.3
303,Nizhniy Baskunchak,RU,2021-11-08 04:05:43,48.2198,46.8311,41.77,76,88,6.42
304,Uhlove,UA,2021-11-08 03:55:47,44.8215,33.6045,57.56,82,90,10.54
305,Labranzagrande,CO,2021-11-08 04:05:43,5.5622,-72.575,64.54,94,100,4.34
306,Ayorou,NE,2021-11-08 04:05:44,14.7308,0.9174,80.62,15,76,5.53
307,Sarlat-La-Caneda,FR,2021-11-08 04:05:44,44.889,1.2166,46.09,98,38,3.06
308,Ajaccio,FR,2021-11-08 04:05:45,42.0,8.9167,50.49,87,0,6.91
309,Salamanca,ES,2021-11-08 04:05:45,40.8333,-6.0,37.18,92,16,5.66
310,Auxerre,FR,2021-11-08 04:05:46,47.8,3.5667,36.12,92,91,0.67
311,Chistogorskiy,RU,2021-11-08 04:05:46,53.9835,87.3843,31.06,76,36,7.14
312,Caxito,AO,2021-11-08 04:01:32,-8.5785,13.6643,75.85,87,100,1.99
313,Zaysan,KZ,2021-11-08 04:01:16,47.4667,84.8667,22.14,69,1,2.21
314,Usakos,NA,2021-11-08 04:05:48,-22.0,15.6,56.28,52,16,2.24
315,Vieques,PR,2021-11-08 04:05:48,18.425,-65.8329,78.82,78,1,0.0
316,Ambilobe,MG,2021-11-08 04:01:36,-13.2,49.05,81.63,58,6,3.56
317,Rumonge,BI,2021-11-08 04:01:21,-3.9736,29.4386,73.63,49,76,4.88
318,Carinhanha,BR,2021-11-08 04:05:49,-14.3047,-43.765,73.89,85,87,7.02
319,Andilamena,MG,2021-11-08 04:05:50,-17.0167,48.5833,66.22,71,69,6.15
320,Gornopravdinsk,RU,2021-11-08 04:05:50,60.05,69.9,32.59,98,100,8.46
321,Buchanan,LR,2021-11-08 04:05:51,5.8808,-10.0467,77.29,87,16,2.24
322,Nyuksenitsa,RU,2021-11-08 04:05:51,60.4128,44.2397,32.49,97,100,4.18
323,Veraval,IN,2021-11-08 03:57:56,20.9,70.3667,82.51,43,92,11.36
324,Dwarka,IN,2021-11-08 04:05:52,22.2394,68.9678,82.81,44,65,14.41
325,Eppelborn,DE,2021-11-08 04:05:53,49.4,6.9667,40.17,80,69,2.01
326,Aden,YE,2021-11-08 04:03:48,12.7794,45.0367,81.99,63,9,14.99
327,Lancaster,US,2021-11-08 04:05:35,40.2504,-76.2499,46.78,68,1,3.44
328,Gunjur,GM,2021-11-08 04:05:54,13.2019,-16.7339,73.47,94,0,2.3
329,Mana,GF,2021-11-08 04:05:54,5.6592,-53.7767,78.17,87,97,10.18
330,Cervo,ES,2021-11-08 04:01:20,43.6702,-7.4101,47.19,83,100,0.51
331,Camana,PE,2021-11-08 04:05:55,-16.6228,-72.7111,64.0,84,71,6.33
332,At-Bashi,KG,2021-11-08 04:05:56,41.1702,75.8106,22.21,47,39,0.98
333,Durazno,UY,2021-11-08 04:01:27,-33.4131,-56.5006,53.11,89,14,6.8
334,Camocim,BR,2021-11-08 04:05:57,-2.9022,-40.8411,76.96,87,100,3.11
335,Tukrah,LY,2021-11-08 04:05:57,32.5341,20.5791,67.95,59,99,5.39
336,Fort-Shevchenko,KZ,2021-11-08 04:05:50,44.5086,50.263,52.59,83,87,5.55
337,Pechenizhyn,UA,2021-11-08 04:05:58,48.5155,24.8942,44.02,88,99,2.04
338,Rurrenabaque,BO,2021-11-08 04:05:58,-14.4413,-67.5278,70.88,79,99,0.89
339,Mattru,SL,2021-11-08 04:01:23,7.6244,-11.8332,73.49,97,33,1.83
340,Lamu,KE,2021-11-08 04:00:52,-2.2717,40.902,75.42,75,73,7.94
341,Olecko,PL,2021-11-08 04:05:59,54.0337,22.507,43.09,84,100,17.69
342,Engenheiro Beltrao,BR,2021-11-08 04:06:00,-23.7972,-52.2692,68.97,93,1,2.89
343,Karasburg,NA,2021-11-08 03:56:45,-28.0167,18.75,46.62,79,52,21.85
344,Ati,TD,2021-11-08 04:06:01,13.2154,18.3353,77.95,17,4,10.49
345,Mehamn,NO,2021-11-08 03:58:02,71.0357,27.8492,27.39,90,100,5.37
346,Aras,ES,2021-11-08 04:06:01,42.5617,-2.356,50.72,88,90,16.11
347,Japura,ID,2021-11-08 03:56:04,-0.3167,102.35,89.46,58,94,3.33
348,Luanda,AO,2021-11-08 04:05:16,-8.8368,13.2343,75.2,83,75,5.75
349,Bati,ET,2021-11-08 04:06:03,11.1833,40.0167,64.17,43,49,3.0
350,Ahuas,HN,2021-11-08 04:06:03,15.4759,-84.3553,72.14,92,94,5.61
351,Nushki,PK,2021-11-08 04:06:04,29.5542,66.0215,63.14,27,0,2.55
352,Maragogi,BR,2021-11-08 04:06:04,-9.0122,-35.2225,76.55,88,12,6.62
353,Meulaboh,ID,2021-11-08 03:54:59,4.1363,96.1285,75.6,96,100,6.58
354,Birjand,IR,2021-11-08 03:56:35,32.8663,59.2211,39.67,75,75,9.22
355,Eirunepe,BR,2021-11-08 04:06:05,-6.6603,-69.8736,72.36,99,100,2.04
356,Betioky,MG,2021-11-08 03:58:35,-23.7167,44.3833,79.23,46,46,6.31
357,Koszalin,PL,2021-11-08 04:06:06,54.1944,16.1722,46.67,88,87,8.68
358,Tazovskiy,RU,2021-11-08 03:58:51,67.4667,78.7,17.58,92,100,10.49
359,Krasnogvardeyskiy,RU,2021-11-08 04:06:07,57.3793,62.3195,36.99,75,100,11.48
360,Saint-Agapit,CA,2021-11-08 04:06:07,46.5629,-71.4352,46.04,87,100,4.09
361,Hala,PK,2021-11-08 04:06:08,25.8131,68.4227,69.78,18,0,2.55
362,Zelenoborsk,RU,2021-11-08 04:00:41,61.4669,64.0333,32.72,89,98,10.18
363,Abu Dhabi,AE,2021-11-08 03:59:41,24.4667,54.3667,75.22,38,0,6.91
364,Sambava,MG,2021-11-08 04:06:09,-14.2667,50.1667,77.7,71,44,8.77
365,Najran,SA,2021-11-08 04:06:10,17.4924,44.1277,64.63,24,0,0.72
366,Florida,US,2021-11-08 04:02:21,28.7505,-82.5001,59.02,94,1,0.0
367,Gat,IL,2021-11-08 04:06:11,31.61,34.7642,71.4,32,0,1.14
368,Severnoye,RU,2021-11-08 04:06:11,56.3491,78.3619,30.24,63,86,17.47
369,Tome,CL,2021-11-08 04:06:12,-36.6167,-72.95,54.21,87,20,5.55
370,Grand-Bourg,GP,2021-11-08 04:06:12,15.8835,-61.3148,73.35,70,19,12.12
371,Uyuni,BO,2021-11-08 03:59:36,-20.4597,-66.825,45.7,10,94,5.61
372,Valparaiso,CL,2021-11-08 03:57:04,-33.0393,-71.6273,55.04,87,0,3.44
373,Akureyri,IS,2021-11-08 03:57:16,65.6835,-18.0878,31.93,93,90,4.61
374,Lyaskelya,RU,2021-11-08 04:06:14,61.7667,31.0167,33.73,84,100,12.33
375,Xuddur,SO,2021-11-08 04:06:14,4.1213,43.8894,72.46,83,91,12.12
376,Mahon,ES,2021-11-08 04:05:51,39.8885,4.2658,55.96,88,75,17.27
377,Penzance,GB,2021-11-08 03:56:48,50.1186,-5.5371,54.77,93,100,6.04
378,Bereda,ES,2021-11-08 04:06:16,43.2686,-7.5406,48.0,100,100,2.86
379,Teguldet,RU,2021-11-08 04:06:16,57.3064,88.1667,29.84,71,100,14.92
380,Barbosa Ferraz,BR,2021-11-08 04:06:17,-24.03,-52.0117,68.09,96,1,2.44
381,Balykshi,KZ,2021-11-08 04:06:17,47.0667,51.8667,39.2,65,75,4.47
382,Altay,CN,2021-11-08 04:06:18,47.8667,88.1167,25.0,54,0,2.48
383,Bethanien,NA,2021-11-08 03:56:33,-26.502,17.1583,49.1,65,0,12.35
384,Vera Cruz,BR,2021-11-08 04:06:19,-12.6333,-41.0333,67.91,98,100,0.51
385,Nosy Varika,MG,2021-11-08 04:06:19,-20.5833,48.5333,75.06,86,60,6.42
386,Santo Antonio Do Ica,BR,2021-11-08 04:02:29,-3.1022,-67.9397,72.21,99,94,1.68
387,Ilo,PE,2021-11-08 04:06:20,-17.6394,-71.3375,63.52,83,70,5.14
388,Ponnani,IN,2021-11-08 04:06:21,10.767,75.9252,81.72,81,76,3.71
389,Williamsburg,US,2021-11-08 04:06:21,37.2707,-76.7075,53.74,81,1,1.01
390,Gamba,GA,2021-11-08 04:06:22,-2.65,10.0,74.73,93,100,3.8
391,San Andres,CO,2021-11-08 03:56:27,12.5847,-81.7006,82.42,78,75,6.91
392,Sarankhola,BD,2021-11-08 04:06:23,22.3082,89.7897,78.82,60,39,7.31
393,Visnes,NO,2021-11-08 04:01:43,59.3556,5.2242,46.45,93,90,11.5
394,Satipo,PE,2021-11-08 04:06:24,-11.2522,-74.6386,70.72,98,100,2.26
395,Guntakal,IN,2021-11-08 04:06:24,15.1667,77.3833,75.56,74,83,5.91
396,Marystown,CA,2021-11-08 04:06:25,47.1666,-55.1483,45.86,100,17,8.79
397,Praia,CV,2021-11-08 04:00:22,14.9215,-23.5087,76.26,79,99,12.64
398,Quatis,BR,2021-11-08 04:06:26,-22.4072,-44.2581,62.87,90,80,1.07
399,Andenes,NO,2021-11-08 04:01:18,69.3143,16.1194,35.58,80,40,18.41
400,Umarkot,PK,2021-11-08 04:06:27,25.3616,69.7362,83.19,17,3,2.35
401,Nisko,PL,2021-11-08 04:06:27,50.5199,22.1397,46.42,84,100,5.01
402,Stromness,GB,2021-11-08 04:06:28,58.965,-3.296,44.85,62,94,6.04
403,Saint-Francois,FR,2021-11-08 03:57:57,46.4154,3.9054,44.04,100,90,2.3
404,Dekar,BW,2021-11-08 04:06:28,-21.5333,21.9333,74.98,51,100,13.11
405,Tessalit,ML,2021-11-08 03:57:55,20.1986,1.0114,76.8,22,63,6.53
406,Pedernales,DO,2021-11-08 03:59:16,18.0384,-71.744,78.98,77,85,3.91
407,Balkanabat,TM,2021-11-08 03:59:04,39.5108,54.3671,45.73,50,0,1.5
408,Cape Canaveral,US,2021-11-08 04:06:30,28.4058,-80.6048,63.99,79,40,11.5
409,Chincha Alta,PE,2021-11-08 04:06:31,-13.4099,-76.1323,63.19,88,78,4.41
410,Tisovec,SK,2021-11-08 04:06:31,48.6774,19.9436,42.67,89,100,3.36
411,Harper,LR,2021-11-08 03:58:40,4.375,-7.7169,78.26,88,95,5.66
412,Jaypur,IN,2021-11-08 04:06:32,18.85,82.5833,72.68,55,80,5.68
413,Barranca,PE,2021-11-08 04:06:33,-10.75,-77.7667,63.64,82,97,5.77
414,Kalabo,ZM,2021-11-08 04:06:33,-14.97,22.6814,76.6,32,91,4.09
415,Illapel,CL,2021-11-08 04:06:34,-31.6308,-71.1653,61.3,64,0,1.95
416,Tambopata,PE,2021-11-08 04:06:34,-12.7333,-69.1833,68.0,84,100,1.86
417,Tifton,US,2021-11-08 04:06:35,31.4505,-83.5085,51.76,83,1,0.0
418,Bucksport,US,2021-11-08 04:06:35,44.5737,-68.7956,43.68,88,24,1.81
419,Iberia,US,2021-11-08 04:06:36,29.9502,-91.7507,53.98,100,1,0.0
420,Sfantu Gheorghe,RO,2021-11-08 04:06:37,45.8667,25.7833,45.84,91,58,2.13
421,Pemba,MZ,2021-11-08 03:57:26,-12.974,40.5178,77.7,94,75,5.99
422,Desaguadero,PE,2021-11-08 04:06:38,-16.5656,-69.0417,52.47,50,100,4.16
423,Caravelas,BR,2021-11-08 04:06:38,-17.7125,-39.2481,72.07,84,77,3.0
424,Duba-Yurt,RU,2021-11-08 04:06:39,43.0372,45.7319,47.37,83,47,1.86
425,Dutlwe,BW,2021-11-08 04:06:39,-23.9833,23.9,77.9,38,100,11.83
426,Waris Aliganj,IN,2021-11-08 04:06:40,25.0167,85.6333,74.01,51,12,4.21
427,Le Vauclin,MQ,2021-11-08 04:06:40,14.5452,-60.8388,78.85,83,40,2.3
428,Mpika,ZM,2021-11-08 03:58:56,-11.8343,31.4529,66.43,40,25,3.47
429,Vigeland,NO,2021-11-08 04:06:41,58.0844,7.305,42.94,80,100,10.94
430,Chepareria,KE,2021-11-08 04:06:42,1.3077,35.2039,63.23,78,87,2.13
431,Whithorn,JM,2021-11-08 04:06:42,18.2604,-78.0378,74.44,95,31,4.27
432,Kobelyaky,UA,2021-11-08 04:06:43,49.1489,34.1965,45.99,76,78,7.76
433,San Ignacio,BZ,2021-11-08 04:06:43,17.1561,-89.0714,66.34,94,0,0.0
434,Deer Lake,CA,2021-11-08 04:06:44,49.1667,-57.4316,44.44,91,97,7.31
435,Kapuskasing,CA,2021-11-08 03:59:56,49.4169,-82.4331,42.8,93,40,6.91
436,Agnibilekrou,CI,2021-11-08 04:06:45,7.1344,-3.2047,70.27,99,52,2.48
437,Uige,AO,2021-11-08 04:06:45,-7.6087,15.0613,66.33,97,100,2.01
438,Sayyan,YE,2021-11-08 04:06:46,15.1718,44.3244,52.86,29,4,4.12
439,Havelock,US,2021-11-08 04:06:47,34.8791,-76.9013,51.93,79,100,4.0
440,Rocky Mount,US,2021-11-08 04:06:48,35.9382,-77.7905,46.89,61,1,9.22
441,Kaltasy,RU,2021-11-08 04:06:49,55.9693,54.8032,34.79,83,100,9.01
442,Kargopol,RU,2021-11-08 04:06:49,61.5071,38.9456,31.17,95,100,6.6
443,Gurgentepe,TR,2021-11-08 04:06:50,40.7883,37.6017,35.49,66,100,5.7
444,Salvador,SV,2021-11-08 04:06:50,13.8333,-88.9167,72.0,84,77,3.62
445,The Valley,AI,2021-11-08 04:01:16,18.217,-63.0578,76.86,75,58,15.23
446,Puerto Baquerizo Moreno,EC,2021-11-08 04:01:13,-0.9,-89.6,69.4,78,82,10.27
447,Marigot,MF,2021-11-08 04:06:51,18.0667,-63.0833,79.02,83,75,5.75
448,Iskateley,RU,2021-11-08 04:06:52,67.6803,53.1512,19.96,83,33,7.9
449,Oum Hadjer,TD,2021-11-08 04:06:52,13.2954,19.6966,77.2,16,5,8.41
450,Bardiyah,LY,2021-11-08 04:06:53,31.7561,25.0865,66.42,80,2,4.94
451,Sinjar,IQ,2021-11-08 04:06:53,36.3209,41.8754,58.82,43,7,2.95
452,Santa Cruz,BO,2021-11-08 04:06:54,-17.8,-63.1667,69.26,83,75,4.61
453,Hemsedal,NO,2021-11-08 04:06:54,60.8629,8.5534,35.31,98,100,1.97
454,Maracacume,BR,2021-11-08 04:06:55,-2.0428,-45.9592,76.6,84,96,1.16
455,Sibiti,CG,2021-11-08 04:06:55,-3.6819,13.3499,69.8,99,100,2.82
456,Sayat,TM,2021-11-08 04:06:56,38.7839,63.8803,44.62,25,100,6.78
457,Matara,LK,2021-11-08 04:00:52,5.9485,80.5353,77.23,88,100,13.15
458,Malakal,SS,2021-11-08 04:06:57,9.5334,31.6605,76.41,64,26,2.75
459,Kudahuvadhoo,MV,2021-11-08 03:56:59,2.6708,72.8944,83.03,69,98,18.34
460,Filadelfia,US,2021-11-08 03:59:20,39.9523,-75.1638,48.94,65,100,1.01
461,Huarmey,PE,2021-11-08 04:06:58,-10.0681,-78.1522,63.91,85,99,6.31
462,Pimenta Bueno,BR,2021-11-08 04:06:58,-11.6725,-61.1936,71.51,98,82,1.54
463,Tarkwa,GH,2021-11-08 04:06:59,5.3064,-1.9847,74.28,97,86,2.46
464,Saint-Georges,GD,2021-11-08 04:06:59,12.0564,-61.7485,79.86,80,22,14.23
465,Namwala,ZM,2021-11-08 04:07:00,-15.7504,26.4384,71.96,33,1,3.56
466,Trebinje,BA,2021-11-08 04:06:27,42.7119,18.3442,57.56,94,75,4.61
467,Pauini,BR,2021-11-08 04:07:01,-7.7136,-66.9764,73.44,94,94,0.31
468,Antofagasta,CL,2021-11-08 03:59:55,-23.65,-70.4,60.08,75,34,7.09
469,Cartagena,CO,2021-11-08 04:07:01,10.3997,-75.5144,82.02,89,0,5.75
470,Nosivka,UA,2021-11-08 04:07:02,50.9315,31.5828,42.58,90,100,10.51
471,Arvika,SE,2021-11-08 04:07:03,59.6553,12.5852,32.7,90,100,4.03
472,Saint-Louis,SN,2021-11-08 04:07:03,16.3333,-15.0,78.8,25,37,10.29
473,Lipin Bor,RU,2021-11-08 04:07:04,60.2622,37.9763,33.67,98,100,11.7
474,Yarada,IN,2021-11-08 04:07:04,17.65,83.2667,80.92,50,40,8.05
475,Belomorsk,RU,2021-11-08 04:07:05,64.5232,34.7668,24.58,89,13,5.08
476,Wanlaweyn,SO,2021-11-08 04:07:05,2.6185,44.8938,78.01,74,92,8.23
477,Awbari,LY,2021-11-08 04:07:06,26.5921,12.7805,67.48,27,96,12.06
478,Goderich,CA,2021-11-08 03:54:07,43.7501,-81.7165,50.32,76,60,5.75
479,Sao Bento,BR,2021-11-08 04:07:06,-6.2833,-37.75,74.19,72,72,3.6
480,Umba,RU,2021-11-08 04:07:07,66.6871,34.3429,22.55,90,62,6.89
481,Bage,BR,2021-11-08 04:02:16,-31.3314,-54.1069,53.82,95,2,6.82
482,Zarate,AR,2021-11-08 04:07:08,-34.0981,-59.0286,63.95,81,1,4.9
483,Pailon,BO,2021-11-08 04:07:08,-17.65,-62.75,70.7,82,97,4.65
484,Pryazha,RU,2021-11-08 04:07:09,61.6926,33.6216,31.98,84,100,11.79
485,Iralaya,HN,2021-11-08 04:07:09,15.0,-83.2333,77.05,87,100,15.79
486,Mandiana,GN,2021-11-08 04:07:10,10.6333,-8.6833,76.66,70,75,3.33
487,Lodja,CD,2021-11-08 04:07:10,-3.4833,23.4333,67.89,99,79,2.08
488,Maralal,KE,2021-11-08 04:03:41,1.0968,36.698,61.16,60,72,5.01
489,Hambantota,LK,2021-11-08 03:53:50,6.1241,81.1185,80.94,89,20,6.91
490,Lima,PE,2021-11-08 04:02:12,-12.0432,-77.0282,63.9,83,93,4.47
491,Brewster,US,2021-11-08 04:06:12,41.3973,-73.6171,46.74,75,1,3.44
492,Marsh Harbour,BS,2021-11-08 04:05:31,26.5412,-77.0636,75.02,77,64,19.37
493,Rocha,UY,2021-11-08 04:00:46,-34.4833,-54.3333,49.33,92,0,4.29
494,Rincon,US,2021-11-08 04:05:48,32.296,-81.2354,55.85,89,1,3.44
495,Matale,LK,2021-11-08 04:07:13,7.4721,80.6234,72.57,94,100,2.95
496,Paidha,UG,2021-11-08 04:07:13,2.4167,30.9855,61.92,89,92,3.15
497,Harer,ET,2021-11-08 04:07:14,9.3094,42.1258,60.58,39,2,3.94
498,Port-Gentil,GA,2021-11-08 03:57:24,-0.7193,8.7815,78.66,85,98,11.77
499,Westport,US,2021-11-08 04:07:15,41.1415,-73.3579,51.19,71,1,4.0
500,Kinsale,IE,2021-11-08 04:07:15,51.7075,-8.5306,54.77,100,90,9.22
501,Arlit,NE,2021-11-08 04:07:16,18.7369,7.3853,75.79,15,68,7.43
502,Algiers,DZ,2021-11-08 04:07:16,36.7525,3.042,51.62,82,75,6.91
503,Tucuman,AR,2021-11-08 04:07:17,-26.8241,-65.2226,66.2,82,0,2.3
504,Pudozh,RU,2021-11-08 04:07:17,61.8099,36.5345,30.58,85,100,10.0
505,Belyy Yar,RU,2021-11-08 04:04:28,53.6039,91.3903,40.89,52,0,13.42
506,Butterworth,MY,2021-11-08 04:07:18,5.3991,100.3638,88.0,75,20,4.61
507,Freetown,SL,2021-11-08 04:07:19,8.484,-13.2299,77.67,84,24,2.53
508,Floresta,BR,2021-11-08 04:07:19,-8.6011,-38.5686,79.9,64,96,7.29
509,Tapes,BR,2021-11-08 04:07:20,-30.6733,-51.3958,59.11,80,9,3.33
510,Obo,CF,2021-11-08 04:07:20,5.3998,26.4869,67.28,98,92,3.71
511,Muborak,UZ,2021-11-08 04:07:21,39.2553,65.1528,41.32,74,100,11.25
512,Port-Cartier,CA,2021-11-08 03:59:46,50.0334,-66.8654,43.75,78,98,7.07
513,Mandera,KE,2021-11-08 04:07:22,3.9366,41.867,78.44,69,48,10.02
514,Togur,RU,2021-11-08 04:07:22,58.3631,82.8265,30.61,67,100,15.75
515,Batticaloa,LK,2021-11-08 04:07:23,7.7102,81.6924,80.74,76,91,7.72
516,Pokhara,NP,2021-11-08 04:03:02,28.2333,83.9833,67.93,65,12,4.59
517,Coihaique,CL,2021-11-08 04:07:23,-45.5752,-72.0662,40.95,87,0,1.14
518,Akdepe,TM,2021-11-08 04:07:24,42.0551,59.3788,24.8,24,0,3.65
519,Salinopolis,BR,2021-11-08 04:01:24,-0.6136,-47.3561,78.06,88,59,6.8
520,Thinadhoo,MV,2021-11-08 04:02:30,0.5333,72.9333,83.23,66,97,15.64
521,Strezhevoy,RU,2021-11-08 03:59:53,60.7333,77.5889,31.98,92,100,13.04
522,Beloha,MG,2021-11-08 03:57:55,-25.1667,45.05,80.53,44,46,6.4
523,Burshtyn,UA,2021-11-08 04:07:25,49.2587,24.6278,39.15,87,100,4.47
524,Puri,IN,2021-11-08 03:59:57,19.8,85.85,77.52,54,21,9.6
525,Nyimba,ZM,2021-11-08 04:07:26,-14.5566,30.8149,74.95,31,85,2.33
526,Atmakur,IN,2021-11-08 04:07:27,15.8833,78.5833,78.8,66,96,5.1
527,Bougouni,ML,2021-11-08 04:07:28,11.417,-7.479,76.8,61,50,3.0
528,Grand Gaube,MU,2021-11-08 03:57:54,-20.0064,57.6608,79.38,72,23,10.0
529,Muzhi,RU,2021-11-08 04:07:28,65.3667,64.6667,25.65,86,100,3.49
530,Priyutnoye,RU,2021-11-08 04:07:29,46.1011,43.5072,44.74,90,91,6.96
531,Kavaratti,IN,2021-11-08 04:07:30,10.5669,72.642,81.68,75,99,7.78
532,Kangaatsiaq,GL,2021-11-08 04:07:30,68.3065,-53.4641,17.47,86,100,9.75
533,Rio Pomba,BR,2021-11-08 04:07:30,-21.2747,-43.1792,65.46,96,91,3.87
534,Altagracia De Orituco,VE,2021-11-08 04:07:31,9.8601,-66.3814,70.95,94,72,4.32
535,Voka,EE,2021-11-08 04:07:31,59.3997,27.5817,37.27,97,100,27.47
536,Sorland,NO,2021-11-08 04:02:07,67.667,12.6934,41.2,54,98,14.38
537,Severodvinsk,RU,2021-11-08 04:07:32,64.5635,39.8302,21.31,78,55,6.42
538,Kholm-Zhirkovskiy,RU,2021-11-08 04:07:33,55.5189,33.4731,38.68,96,100,12.88
539,Sant Julia De Loria,AD,2021-11-08 04:07:33,42.4625,1.4825,43.81,91,45,10.2
540,Nacala,MZ,2021-11-08 04:07:34,-14.5428,40.6728,80.37,75,41,7.85
541,Manaure,CO,2021-11-08 04:07:34,11.7751,-72.4445,80.94,79,18,12.77
542,Grindavik,IS,2021-11-08 04:07:35,63.8424,-22.4338,39.67,93,90,31.07
543,Agirish,RU,2021-11-08 03:57:36,61.9247,63.0231,30.74,86,97,10.8
544,Kytmanovo,RU,2021-11-08 04:07:36,53.4593,85.4479,29.1,71,99,10.6
545,Scottsboro,US,2021-11-08 04:07:36,34.6723,-86.0341,50.11,100,1,0.0
546,Sirmaur,IN,2021-11-08 04:07:37,24.85,81.3833,74.61,36,15,4.07
547,Sur,OM,2021-11-08 04:07:37,22.5667,59.5289,78.85,52,0,4.03
548,Presidente Dutra,BR,2021-11-08 04:07:38,-5.29,-44.49,72.75,90,97,2.01
549,Ler,SS,2021-11-08 03:59:17,8.3018,30.1418,74.71,65,11,0.38
550,Maryville,US,2021-11-08 04:07:39,35.7565,-83.9705,49.1,75,1,1.01
551,Kamenka,RU,2021-11-08 03:58:24,51.3223,42.7678,39.25,89,100,9.1
552,Coutances,FR,2021-11-08 04:07:39,49.05,-1.4333,49.15,89,25,2.55
553,Skjervoy,NO,2021-11-08 04:07:40,70.0311,20.9714,34.23,91,100,15.93
554,Sawakin,SD,2021-11-08 03:59:33,19.1059,37.3321,80.06,75,13,5.17
555,Surman,LY,2021-11-08 04:07:41,32.7567,12.5716,70.43,83,62,5.99
556,Boende,CD,2021-11-08 04:07:41,-0.2167,20.8667,70.83,97,98,1.39
557,Pekin,CN,2021-11-08 04:06:14,39.9075,116.3972,39.09,53,0,13.6
558,Port Blair,IN,2021-11-08 03:57:42,11.6667,92.75,83.61,78,100,11.45
559,Kermanshah,IR,2021-11-08 04:07:42,34.3142,47.065,41.9,61,20,11.5
